,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileagev,enginev,max_powerv,torquev,Brand,model_name
5037,Maruti Swift AMT ZXI BSIV,2018,640000,25000,Petrol,Individual,Automatic,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift AMT ZXI BSIV
5513,Maruti Swift ZXI BSIV,2018,730000,4773,Petrol,Dealer,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift ZXI BSIV
5571,Hyundai Verna CRDi 1.6 SX Option,2018,1150000,35000,Diesel,Individual,Manual,First Owner,5.0,22.0,1582,126.2,259.87nm,Hyundai,Verna CRDi 1.6 SX Option
5966,Maruti Swift ZXI Plus,2018,695000,40000,Petrol,Individual,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift ZXI Plus
6376,Maruti Swift AMT VXI,2018,625000,50000,Petrol,Individual,Automatic,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift AMT VXI
7752,Maruti Swift AMT ZXI,2018,655000,15732,Petrol,Dealer,Automatic,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift AMT ZXI
7938,Hyundai Verna CRDi 1.6 SX Option,2018,1200000,40000,Diesel,Individual,Manual,First Owner,5.0,22.0,1582,126.2,259.87nm,Hyundai,Verna CRDi 1.6 SX Option
8005,Hyundai Verna CRDi 1.6 SX,2018,950000,70000,Diesel,Individual,Manual,First Owner,5.0,22.0,1582,126.2,259.87nm,Hyundai,Verna CRDi 1.6 SX
1199,Maruti Swift VVT ZXI,2017,610000,15000,Petrol,Individual,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift VVT ZXI
1970,Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000,34000,Diesel,Individual,Automatic,First Owner,5.0,22.0,1498,108.495,250Nm,Volkswagen,Ameo 1.5 TDI Comfortline AT
2842,Hyundai Verna CRDi 1.6 SX Option,2017,850000,35000,Diesel,Individual,Manual,Third Owner,5.0,22.0,1582,126.2,259.87nm,Hyundai,Verna CRDi 1.6 SX Option
4169,Maruti Swift Dzire VXI 1.2 BS IV,2017,650000,21000,Petrol,Individual,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift Dzire VXI 1.2 BS IV
4769,Maruti Swift Dzire ZXI Plus BS IV,2017,700000,80000,Petrol,Dealer,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift Dzire ZXI Plus BS IV
4903,Maruti Swift VVT VXI,2017,509999,46000,Petrol,Individual,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift VVT VXI
5395,Renault KWID 1.0 RXT AMT Opt,2017,375000,20000,Petrol,Dealer,Automatic,First Owner,5.0,22.0,999,67,91Nm,Renault,KWID 1.0 RXT AMT Opt
5814,Maruti Swift VVT VXI,2017,509999,20000,Petrol,Individual,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift VVT VXI
5921,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,600000,29000,Diesel,Individual,Manual,First Owner,5.0,22.0,1498,108.495,250Nm,Volkswagen,Ameo 1.5 TDI Highline 16 Alloy
7352,Hyundai Verna CRDi 1.6 EX,2017,860000,40000,Diesel,Individual,Manual,Second Owner,5.0,22.0,1582,126.2,259.87nm,Hyundai,Verna CRDi 1.6 EX
7450,Volkswagen Ameo 1.5 TDI Comfortline AT,2017,655000,50000,Diesel,Individual,Automatic,First Owner,5.0,22.0,1498,108.495,250Nm,Volkswagen,Ameo 1.5 TDI Comfortline AT
7764,Maruti Swift Dzire VXI 1.2 BS IV,2017,620000,90000,Petrol,Individual,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift Dzire VXI 1.2 BS IV
7828,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,650000,49060,Diesel,Individual,Manual,First Owner,5.0,22.0,1498,108.495,250Nm,Volkswagen,Ameo 1.5 TDI Highline 16 Alloy
7950,Maruti Swift VVT ZXI,2017,625000,25000,Petrol,Individual,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift VVT ZXI
67,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2016,540000,40000,Diesel,Individual,Manual,First Owner,5.0,22.0,1498,108.495,250Nm,Volkswagen,Ameo 1.5 TDI Highline 16 Alloy
4560,Maruti Swift VXI BSIV,2016,550000,8588,Petrol,Individual,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift VXI BSIV
599,Maruti Swift VXI BSIV,2015,500000,150546,Petrol,Dealer,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift VXI BSIV
7598,Maruti Swift VXI BSIV,2015,475000,51000,Petrol,Dealer,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift VXI BSIV
5518,Maruti Swift ZXI,2013,411000,62000,Petrol,Dealer,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift ZXI
3773,Maruti Swift VVT VXI,2012,511000,8500,Petrol,Dealer,Manual,First Owner,5.0,22.0,1197,81.80,113Nm,Maruti,Swift VVT VXI
3306,Maruti Eeco CNG 5 Seater AC BSIV,2020,399000,5000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
1225,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,10000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
1350,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,60000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
2525,Maruti Eeco CNG 5 Seater AC BSIV,2019,362000,120000,CNG,Individual,Manual,Second Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
7040,Maruti Eeco CNG 5 Seater AC BSIV,2018,375000,50000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
1239,Maruti Eeco CNG 5 Seater AC BSIV,2017,370000,140000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
2730,Maruti Eeco CNG 5 Seater AC BSIV,2017,380000,30000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
5133,Maruti Eeco CNG 5 Seater AC BSIV,2017,400000,60000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
5199,Maruti Eeco CNG HTR 5-STR,2017,390000,30000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,63,83Nm,Maruti,Eeco CNG HTR 5-STR
5557,Maruti Eeco CNG 5 Seater AC BSIV,2017,370000,25000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
5784,Maruti Eeco CNG HTR 5-STR,2016,330000,47370,CNG,Individual,Manual,First Owner,5.0,21.94,1196,63,83Nm,Maruti,Eeco CNG HTR 5-STR
5792,Maruti Eeco CNG 5 Seater AC BSIV,2016,320000,80000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
7733,Maruti Eeco CNG 5 Seater AC BSIV,2015,380000,20000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
3826,Maruti Eeco CNG 5 Seater AC BSIV,2014,325000,70000,CNG,Individual,Manual,Second Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
5198,Maruti Eeco CNG HTR 5-STR,2014,300000,90000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,63,83Nm,Maruti,Eeco CNG HTR 5-STR
5057,Maruti Eeco CNG 5 Seater AC BSIV,2012,220000,270000,CNG,Individual,Manual,First Owner,5.0,21.94,1196,61.7,85Nm,Maruti,Eeco CNG 5 Seater AC BSIV
4814,Honda BRV i-DTEC V MT,2019,1100000,50000,Diesel,Individual,Manual,Second Owner,7.0,21.9,1498,98.6,200Nm,Honda,BRV i-DTEC V MT
4388,Tata Nano XTA,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,4.0,21.9,624,37.48,51Nm,Tata,Nano XTA
1371,Hyundai i20 1.4 CRDi Magna,2017,675000,25471,Diesel,Dealer,Manual,First Owner,5.0,21.9,1396,90,22.4 kgm at 1750-2750rpm,Hyundai,i20 1.4 CRDi Magna
5515,Honda BRV i-DTEC V MT,2017,940000,57900,Diesel,Dealer,Manual,First Owner,7.0,21.9,1498,98.6,200Nm,Honda,BRV i-DTEC V MT
7441,Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,7.0,21.9,1498,98.6,200Nm,Honda,BR-V i-DTEC VX MT
1273,Honda BRV i-DTEC V MT,2016,850000,72113,Diesel,Individual,Manual,First Owner,7.0,21.9,1498,98.6,200Nm,Honda,BRV i-DTEC V MT
1514,Honda BR-V i-DTEC S MT,2016,900000,92000,Diesel,Individual,Manual,First Owner,7.0,21.9,1498,98.6,200Nm,Honda,BR-V i-DTEC S MT
3282,Honda BRV i-DTEC V MT,2016,950000,60000,Diesel,Individual,Manual,First Owner,7.0,21.9,1498,98.6,200Nm,Honda,BRV i-DTEC V MT
4886,Tata Nano XTA,2016,220000,22000,Petrol,Individual,Automatic,First Owner,4.0,21.9,624,37.48,51Nm,Tata,Nano XTA
1425,Tata Nano XTA,2015,250000,20000,Petrol,Individual,Automatic,First Owner,4.0,21.9,624,37.48,51Nm,Tata,Nano XTA
2061,Hyundai i20 Sportz 1.4 CRDi,2014,450000,56000,Diesel,Individual,Manual,First Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Sportz 1.4 CRDi
113,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,451999,69000,Diesel,Individual,Manual,First Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Magna 1.4 CRDi (Diesel)
1351,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,70000,Diesel,Individual,Manual,Third Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Magna 1.4 CRDi (Diesel)
2902,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,390000,53000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Magna 1.4 CRDi (Diesel)
3435,Hyundai i20 Sportz 1.4 CRDi,2013,360000,210000,Diesel,Individual,Manual,Third Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Sportz 1.4 CRDi
3536,Hyundai i20 Magna Optional 1.4 CRDi,2013,345000,40000,Diesel,Individual,Manual,First Owner,5.0,21.9,1396,88.8,219.7Nm,Hyundai,i20 Magna Optional 1.4 CRDi
3634,Hyundai i20 Sportz 1.4 CRDi,2013,370000,80000,Diesel,Individual,Manual,First Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Sportz 1.4 CRDi
4022,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,350000,70000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Magna 1.4 CRDi (Diesel)
4382,Hyundai i20 Sportz 1.4 CRDi,2013,425000,101000,Diesel,Dealer,Manual,First Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Sportz 1.4 CRDi
7347,Hyundai i20 Magna Optional 1.4 CRDi,2013,360000,144000,Diesel,Individual,Manual,First Owner,5.0,21.9,1396,88.8,219.7Nm,Hyundai,i20 Magna Optional 1.4 CRDi
7348,Hyundai i20 Magna Optional 1.4 CRDi,2013,350000,144000,Diesel,Individual,Manual,First Owner,5.0,21.9,1396,88.8,219.7Nm,Hyundai,i20 Magna Optional 1.4 CRDi
719,Hyundai i20 Sportz 1.4 CRDi,2012,335000,135000,Diesel,Individual,Manual,First Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Sportz 1.4 CRDi
919,Hyundai i20 1.4 CRDi Magna,2012,320000,107825,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,90,22.4 kgm at 1750-2750rpm,Hyundai,i20 1.4 CRDi Magna
1523,Hyundai i20 1.4 CRDi Magna,2012,290000,100000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,90,22.4 kgm at 1750-2750rpm,Hyundai,i20 1.4 CRDi Magna
6517,Hyundai i20 Sportz 1.4 CRDi,2012,380000,50000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Sportz 1.4 CRDi
6594,Hyundai i20 Sportz 1.4 CRDi,2012,300000,80000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Sportz 1.4 CRDi
7395,Hyundai i20 Magna 1.4 CRDi (Diesel),2012,340000,92686,Diesel,Dealer,Manual,Second Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Magna 1.4 CRDi (Diesel)
8007,Hyundai i20 Sportz 1.4 CRDi,2012,360000,90000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,88.76,219.6Nm,Hyundai,i20 Sportz 1.4 CRDi
1780,Hyundai i20 1.4 CRDi Magna,2011,320000,70000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,90,22.4 kgm at 1750-2750rpm,Hyundai,i20 1.4 CRDi Magna
4044,Hyundai i20 1.4 CRDi Magna,2011,340000,80000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,90,22.4 kgm at 1750-2750rpm,Hyundai,i20 1.4 CRDi Magna
5327,Hyundai i20 1.4 CRDi Magna,2011,350000,93000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,90,22.4 kgm at 1750-2750rpm,Hyundai,i20 1.4 CRDi Magna
5580,Hyundai i20 1.4 CRDi Magna,2011,270000,105000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396,90,22.4 kgm at 1750-2750rpm,Hyundai,i20 1.4 CRDi Magna
898,Hyundai i20 Magna 1.4 CRDi,2010,270000,100000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,21.9,1396,90,22.4 kgm at 1750-2750rpm,Hyundai,i20 Magna 1.4 CRDi
3277,Renault Fluence Diesel E4,2012,250000,120000,Diesel,Individual,Manual,Third Owner,5.0,21.8,1461,78,240Nm,Renault,Fluence Diesel E4
4052,Renault Fluence Diesel E4,2012,500000,120000,Diesel,Individual,Manual,Second Owner,5.0,21.8,1461,78,240Nm,Renault,Fluence Diesel E4
7079,Renault Fluence Diesel E4,2012,570000,100000,Diesel,Individual,Manual,Second Owner,5.0,21.8,1461,78,240Nm,Renault,Fluence Diesel E4
6421,Maruti Wagon R LXI,2020,265000,70000,Petrol,Individual,Manual,Second Owner,5.0,21.79,998,67.05,90Nm,Maruti,Wagon R LXI
4905,Maruti Wagon R VXI,2018,469000,5000,Petrol,Individual,Manual,First Owner,5.0,21.79,998,67.05,90Nm,Maruti,Wagon R VXI
1378,Maruti Wagon R VXI,2016,400000,74381,Petrol,Dealer,Manual,First Owner,5.0,21.79,998,67.05,90Nm,Maruti,Wagon R VXI
4685,Maruti Wagon R VXI,2016,355000,60000,Petrol,Dealer,Manual,First Owner,5.0,21.79,998,67.05,90Nm,Maruti,Wagon R VXI
7724,Maruti Wagon R LXI,2015,313000,68203,Petrol,Dealer,Manual,First Owner,5.0,21.79,998,67.05,90Nm,Maruti,Wagon R LXI
1579,Maruti SX4 VDI,2014,425000,50000,Diesel,Individual,Manual,Second Owner,5.0,21.79,1248,88.73,200Nm,Maruti,SX4 VDI
376,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,21.79,998,67.05,90Nm,Maruti,Wagon R LXI
100,Maruti Wagon R VXI,2009,185000,77000,Petrol,Dealer,Manual,Second Owner,5.0,21.79,998,67.05,90Nm,Maruti,Wagon R VXI
3345,Maruti Wagon R LXI,2008,221000,35008,Petrol,Dealer,Manual,First Owner,5.0,21.79,998,67.05,90Nm,Maruti,Wagon R LXI
4757,BMW 3 Series GT Luxury Line,2016,2950000,60000,Diesel,Dealer,Automatic,First Owner,5.0,21.76,1995,188,400Nm,BMW,3 Series GT Luxury Line
6723,Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,82000,Diesel,Individual,Automatic,First Owner,5.0,21.73,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Highline Plus 16 AT
6773,Skoda Rapid 1.5 TDI AT Style BSIV,2017,850000,35000,Diesel,Individual,Automatic,Second Owner,5.0,21.72,1498,108.6,250Nm,Skoda,Rapid 1.5 TDI AT Style BSIV
4898,Ford Ecosport 1.5 Diesel Titanium,2019,950000,16034,Diesel,Dealer,Manual,First Owner,5.0,21.7,1498,98.96,215Nm,Ford,Ecosport 1.5 Diesel Titanium
7952,Maruti S-Presso VXI AT,2019,475000,5000,Petrol,Individual,Automatic,First Owner,5.0,21.7,998,67,90nm,Maruti,S-Presso VXI AT
5135,Ford Ecosport 1.5 Diesel Titanium,2016,725000,30000,Diesel,Individual,Manual,First Owner,5.0,21.7,1498,98.96,215Nm,Ford,Ecosport 1.5 Diesel Titanium
3178,Ford Ecosport 1.5 Diesel Titanium,2015,599000,92651,Diesel,Dealer,Manual,First Owner,5.0,21.7,1498,98.96,215Nm,Ford,Ecosport 1.5 Diesel Titanium
7123,Ford Ecosport 1.5 Diesel Trend,2014,570000,48000,Diesel,Individual,Manual,First Owner,5.0,21.7,1498,98.96,215Nm,Ford,Ecosport 1.5 Diesel Trend
7953,Ford Ecosport 1.5 Diesel Titanium,2014,550000,105000,Diesel,Dealer,Manual,First Owner,5.0,21.7,1498,98.96,215Nm,Ford,Ecosport 1.5 Diesel Titanium
1450,Ford Ecosport Sports Diesel,2013,475000,48000,Diesel,Dealer,Manual,Second Owner,5.0,21.7,1498,98.96,215Nm,Ford,Ecosport Sports Diesel
7507,Volkswagen Ameo 1.5 TDI Comfortline,2020,800000,25000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Comfortline
3738,Volkswagen Ameo 1.5 TDI Highline Plus,2019,800000,25000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Highline Plus
4081,Volkswagen Ameo 1.5 TDI Comfortline,2018,600000,40000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Comfortline
5154,Volkswagen Ameo 1.5 TDI Comfortline,2018,560000,18000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Comfortline
70,Volkswagen Ameo 1.5 TDI Comfortline,2017,500000,80000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Comfortline
590,Volkswagen Ameo 1.5 TDI Comfortline,2017,700000,40906,Diesel,Dealer,Manual,First Owner,5.0,21.66,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Comfortline
1744,Volkswagen Ameo 1.5 TDI Comfortline,2017,555000,52000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Comfortline
1745,Volkswagen Ameo 1.5 TDI Comfortline,2017,560000,52000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Comfortline
3038,Volkswagen Ameo 1.5 TDI Comfortline,2017,550000,50000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Comfortline
3227,Volkswagen Ameo 1.5 TDI Trendline,2017,575000,40000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498,108.62,250Nm,Volkswagen,Ameo 1.5 TDI Trendline
5514,Skoda Rapid 1.5 TDI AT Style Plus,2017,860000,31000,Diesel,Dealer,Automatic,First Owner,5.0,21.66,1498,103.52,250Nm,Skoda,Rapid 1.5 TDI AT Style Plus
6203,Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,2017,900000,40000,Diesel,Individual,Automatic,First Owner,5.0,21.66,1498,108.6,250Nm,Skoda,Rapid Monte Carlo 1.5 TDI AT BSIV
1069,Skoda Rapid 1.5 TDI AT Style Plus,2016,650000,99000,Diesel,Dealer,Automatic,First Owner,5.0,21.66,1498,103.52,250Nm,Skoda,Rapid 1.5 TDI AT Style Plus
5521,Skoda Rapid 1.5 TDI AT Ambition,2016,660000,78010,Diesel,Dealer,Automatic,First Owner,5.0,21.66,1498,103.52,250Nm,Skoda,Rapid 1.5 TDI AT Ambition
7276,Skoda Rapid 1.5 TDI AT Style Plus,2016,675000,88000,Diesel,Dealer,Automatic,First Owner,5.0,21.66,1498,103.52,250Nm,Skoda,Rapid 1.5 TDI AT Style Plus
1799,Skoda Rapid 1.5 TDI AT Ambition Plus,2014,400000,77000,Diesel,Individual,Automatic,Second Owner,5.0,21.66,1498,103.6,250Nm,Skoda,Rapid 1.5 TDI AT Ambition Plus
5574,Renault Scala Diesel RxE,2015,530000,110000,Diesel,Individual,Manual,First Owner,5.0,21.64,1461,84.8,200Nm,Renault,Scala Diesel RxE
2125,Nissan Sunny Diesel XL,2014,335000,71000,Diesel,Dealer,Manual,First Owner,5.0,21.64,1461,84.8,200Nm,Nissan,Sunny Diesel XL
1208,Renault Scala Diesel RxZ,2013,434999,120000,Diesel,Individual,Manual,First Owner,5.0,21.64,1461,84.8,200Nm,Renault,Scala Diesel RxZ
5076,Nissan Sunny Diesel XV,2013,350000,120000,Diesel,Individual,Manual,First Owner,5.0,21.64,1461,84.8,200Nm,Nissan,Sunny Diesel XV
6227,Nissan Sunny Diesel XL,2013,325000,50000,Diesel,Individual,Manual,First Owner,5.0,21.64,1461,84.8,200Nm,Nissan,Sunny Diesel XL
6633,Nissan Sunny Diesel XV,2013,375000,212000,Diesel,Individual,Manual,First Owner,5.0,21.64,1461,84.8,200Nm,Nissan,Sunny Diesel XV
7802,Renault Scala Diesel RxL,2013,399000,61000,Diesel,Dealer,Manual,Second Owner,5.0,21.64,1461,84.8,200Nm,Renault,Scala Diesel RxL
1928,Nissan Sunny Diesel XL,2012,295000,70000,Diesel,Individual,Manual,Second Owner,5.0,21.64,1461,84.8,200Nm,Nissan,Sunny Diesel XL
2590,Nissan Sunny Diesel XV,2012,300000,90000,Diesel,Individual,Manual,First Owner,5.0,21.64,1461,84.8,200Nm,Nissan,Sunny Diesel XV
3453,Nissan Sunny Diesel XV,2012,290000,112072,Diesel,Individual,Manual,First Owner,5.0,21.64,1461,84.8,200Nm,Nissan,Sunny Diesel XV
6740,Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Individual,Manual,Third Owner,5.0,21.64,1461,84.8,200Nm,Nissan,Sunny Diesel XL
115,Maruti Celerio VXI,2020,475000,13000,Petrol,Individual,Manual,First Owner,5.0,21.63,998,67.04,90Nm,Maruti,Celerio VXI
2033,Maruti Celerio ZXI,2020,420000,25000,Petrol,Individual,Manual,First Owner,5.0,21.63,998,67.04,90Nm,Maruti,Celerio ZXI
2325,Maruti Celerio X ZXI,2020,250000,120000,Petrol,Individual,Manual,Second Owner,5.0,21.63,998,67,90Nm,Maruti,Celerio X ZXI
1983,Maruti Celerio VXI,2019,484999,4875,Petrol,Dealer,Manual,First Owner,5.0,21.63,998,67.04,90Nm,Maruti,Celerio VXI
2159,Maruti Celerio X ZXI BSIV,2019,500000,11000,Petrol,Individual,Manual,First Owner,5.0,21.63,998,67,90Nm,Maruti,Celerio X ZXI BSIV
2836,Maruti Celerio VXi AMT,2019,470000,9000,Petrol,Dealer,Automatic,First Owner,5.0,21.63,998,67.04,90Nm,Maruti,Celerio VXi AMT
4485,Maruti Celerio X ZXI BSIV,2019,480000,7600,Petrol,Individual,Manual,First Owner,5.0,21.63,998,67,90Nm,Maruti,Celerio X ZXI BSIV
4486,Maruti Celerio X ZXI BSIV,2019,490000,7000,Petrol,Individual,Manual,First Owner,5.0,21.63,998,67,90Nm,Maruti,Celerio X ZXI BSIV
1976,Maruti Celerio ZXI Optional,2018,475000,30000,Petrol,Individual,Manual,First Owner,5.0,21.63,998,67.04,90Nm,Maruti,Celerio ZXI Optional
5555,Maruti Celerio X VXI,2018,459999,50000,Petrol,Individual,Manual,First Owner,5.0,21.63,998,67,90Nm,Maruti,Celerio X VXI
2899,Maruti Celerio X ZXI Option BSIV,2017,400000,52000,Petrol,Individual,Manual,First Owner,5.0,21.63,998,67,90Nm,Maruti,Celerio X ZXI Option BSIV
4410,Maruti Celerio X VXI Option BSIV,2017,395000,25000,Petrol,Individual,Manual,First Owner,5.0,21.63,998,67,90Nm,Maruti,Celerio X VXI Option BSIV
6140,Maruti Celerio ZXI,2015,400000,49907,Petrol,Dealer,Manual,First Owner,5.0,21.63,998,67.04,90Nm,Maruti,Celerio ZXI
5392,Maruti Celerio ZXI Optional,2014,415000,46000,Petrol,Dealer,Manual,First Owner,5.0,21.63,998,67.04,90Nm,Maruti,Celerio ZXI Optional
2128,Maruti Ciaz Delta BSIV,2018,650000,22000,Petrol,Individual,Manual,Second Owner,5.0,21.56,1462,103.25,138Nm,Maruti,Ciaz Delta BSIV
4397,Tata Nexon 1.5 Revotorq XZA Plus,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,5.0,21.5,1497,108.5,260Nm,Tata,Nexon 1.5 Revotorq XZA Plus
164,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000,8000,Diesel,Dealer,Automatic,First Owner,5.0,21.5,1497,108.5,260Nm,Tata,Nexon 1.5 Revotorq XZA Plus DualTone
1020,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,950000,40000,Diesel,Individual,Automatic,First Owner,5.0,21.5,1497,108.5,260Nm,Tata,Nexon 1.5 Revotorq XZA Plus DualTone
1597,Tata Nexon 1.5 Revotorq XM,2018,700000,35000,Diesel,Individual,Manual,First Owner,5.0,21.5,1497,108.5,260Nm,Tata,Nexon 1.5 Revotorq XM
2216,Tata Nexon 1.5 Revotorq XZ Plus,2018,790000,60000,Diesel,Individual,Manual,First Owner,5.0,21.5,1497,108.5,260Nm,Tata,Nexon 1.5 Revotorq XZ Plus
3917,Tata Nexon 1.5 Revotorq XM,2018,749000,30000,Diesel,Individual,Manual,First Owner,5.0,21.5,1497,108.5,260Nm,Tata,Nexon 1.5 Revotorq XM
6489,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,860000,60000,Diesel,Individual,Manual,First Owner,5.0,21.5,1497,108.5,260Nm,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone
7072,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,885000,75000,Diesel,Individual,Automatic,First Owner,5.0,21.5,1498,108.5,250Nm,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy
7075,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,950000,75000,Diesel,Individual,Automatic,First Owner,5.0,21.5,1498,108.5,250Nm,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy
7646,Tata Nexon 1.5 Revotorq XZ Plus,2018,980000,20000,Diesel,Individual,Manual,First Owner,5.0,21.5,1497,108.5,260Nm,Tata,Nexon 1.5 Revotorq XZ Plus
